time,sine_wave
0.0,0.0
4.630058338735068e-05,0.2419396466180466
9.260116677470137e-05,0.4695038686114397
0.00013890175016205206,0.6691713917026386
0.00018520233354940273,0.8290784909159669
0.0002315029169367534,0.9397239022633972
0.0002778035003241041,0.9945333631421579
0.0003241040837114548,0.9902502379218582
0.00037040466709880546,0.9271290187645849
0.00041670525048615614,0.8089202043624526
0.0004630058338735068,0.6426474550586962
0.0005093064172608575,0.43819026521549287
0.0005556070006482082,0.20769694935113014
0.0006019075840355589,-0.03513717911630814
0.0006482081674229096,-0.27588354777682705
0.0006945087508102602,-0.5002376334788243
0.0007408093341976109,-0.6948688998950574
0.0007871099175849616,-0.8482128633244131
0.0008334105009723123,-0.9511582242393516
0.000879711084359663,-0.9975882370093943
0.0009260116677470136,-0.9847441510195534
0.0009723122511343643,-0.9133891284575917
0.001018612834521715,-0.7877628992014701
0.0010649134179090657,-0.6153298470956519
0.0011112140012964164,-0.40633549567460503
0.001157514584683767,-0.17319774579843386
0.0012038151680711178,0.07023096372279261
0.0012501157514584684,0.30948673201910426
0.0012964163348458191,0.5303536035361516
0.0013427169182331697,0.7197082431448691
0.0013890175016205205,0.8662996905868877
0.001435318085007871,0.9614178632743442
0.0014816186683952218,0.9994110867462026
0.0015279192517825726,0.9780219024672376
0.0015742198351699232,0.8985212001435524
0.001620520418557274,0.7656327047612602
0.0016668210019446246,0.5872523051321177
0.0017131215853319753,0.3739789007140238
0.001759422168719326,0.13848464256825413
0.0018057227521066767,-0.10523801290197256
0.0018520233354940273,-0.34270769932281914
0.001898323918881378,-0.5598145854801718
0.0019446245022687286,-0.743658744796989
0.001990925085656079,-0.8833166354235383
0.00203722566904343,-0.9704901486868351
0.0020835262524307807,-0.9999996611283021
0.0021298268358181313,-0.9700917942597815
0.002176127419205482,-0.8825435957535439
0.002222428002592833,-0.7425569518909126
0.0022687285859801835,-0.5584495050072193
0.002315029169367534,-0.34116044081472635
0.002361329752754885,-0.10360051043555926
0.0024076303361422356,0.1401150928548491
0.002453930919529586,0.37550542170484685
0.0025002315029169367,0.5885841949196962
0.0025465320863042877,0.7666908259180689
0.0025928326696916383,0.8992426818621562
0.002639133253078989,0.9783638761801702
0.0026854338364663394,0.9993532332647629
0.0027317344198536904,0.9609636201019481
0.002778035003241041,0.8654760476715547
0.0028243355866283916,0.7185641392066995
0.002870636170015742,0.528957018255846
0.002916936753403093,0.30792064686212134
0.0029632373367904437,0.06858843139646957
0.0030095379201777943,-0.17481913029476281
0.0030558385035651453,-0.40783939389066776
0.003102139086952496,-0.6166269013104203
0.0031484396703398464,-0.7887760418265636
0.003194740253727197,-0.9140581611929604
0.003241040837114548,-0.9850293216799183
0.0032873414205018985,-0.9974726014957185
0.003333642003889249,-0.9506486533131412
0.0033799425872765997,-0.8473396343649363
0.0034262431706639507,-0.6936838978962061
0.0034725437540513012,-0.49881126817770777
0.003518844337438652,-0.274300570090296
0.0035651449208260024,-0.03349164546187562
0.0036114455042133534,0.20930726564301877
0.003657746087600704,0.43966968333848994
0.0037040466709880545,0.6439080718352418
0.0037503472543754055,0.8098871172219878
0.003796647837762756,0.9277447762595066
0.0038429484211501067,0.9904782533431296
0.0038892490045374572,0.994360088406414
0.003935549587924808,0.9391596329048256
0.003981850171312158,0.8281567543524406
