time,sine_wave
0.0,0.0
0.00013890818169190166,0.10438126318117134
0.0002778163633838033,0.2076009534551522
0.000416724545075705,0.30852979093446237
0.0005556327267676066,0.40606451750456163
0.0006945409084595083,0.49913993564206993
0.00083344909015141,0.5867405128038133
0.0009723572718433116,0.6679114253044256
0.0011112654535352132,0.7417689220014378
0.0012501736352271149,0.8075098957999284
0.0013890818169190165,0.8644205598861452
0.0015279899986109181,0.9118841356004713
0.00166689818030282,0.9493874698523189
0.0018058063619947216,0.9765265118402353
0.0019447145436866232,0.9930105914377687
0.002083622725378525,0.9986654547999894
0.0022225309070704265,0.993435026391394
0.002361439088762328,0.9773818805832225
0.0025003472704542297,0.9506864200641171
0.0026392554521461314,0.9136447723985989
0.002778163633838033,0.8666654299995682
0.0029170718155299346,0.8102646724027537
0.0030559799972218363,0.7450608228953739
0.003194888178913738,0.6717674041163063
0.00333379636060564,0.5911852690758598
0.0034727045422975416,0.5041937950132408
0.003611612723989443,0.4117412375022705
0.003750520905681345,0.3148343511250046
0.0038894290873732465,0.21452739076500904
0.004028337269065148,0.11191061404650614
0.00416724545075705,0.008098410595775386
0.004306153632448951,-0.09578281242507453
0.004445061814140853,-0.1986068567015183
0.004583969995832755,-0.29925993833145903
0.004722878177524656,-0.3966527403513493
0.004861786359216558,-0.4897321819502913
0.0050006945409084595,-0.5774927774517228
0.0051396027226003616,-0.6589874628609608
0.005278510904292263,-0.7333377738063143
0.005417419085984165,-0.7997432659726935
0.005556327267676066,-0.8574900775574565
0.005695235449367968,-0.9059585427741408
0.005834143631059869,-0.9446297758850543
0.005973051812751771,-0.9730911565426885
0.0061119599944436725,-0.9910406592381293
0.006250868176135575,-0.9982899822601939
0.006389776357827476,-0.9947664446241719
0.006528684539519378,-0.9805136327916103
0.00666759272121128,-0.9556907925274972
0.006806500902903181,-0.9205709747821559
0.006945409084595083,-0.8755379578961033
0.007084317266286984,-0.821081981562899
0.007223225447978886,-0.7577943407068377
0.007362133629670788,-0.6863608996034074
0.00750104181136269,-0.6075545980612586
0.007639949993054591,-0.5222270321732737
0.007778858174746493,-0.43129920191848936
0.007917766356438394,-0.33575152665356295
0.008056674538130295,-0.2366132371809863
0.008195582719822198,-0.13495125954224438
0.0083344909015141,-0.03185871089161066
0.008473399083206,0.0715568682921176
0.008612307264897902,0.1741854188410192
0.008751215446589805,0.27492627637568706
0.008890123628281706,0.37269996580668774
0.009029031809973607,0.46645975059842765
0.00916793999166551,0.5552028134409223
0.009306848173357411,0.6379809491967089
0.009445756355049312,0.7139106564777533
0.009584664536741214,0.7821825208982183
0.009723572718433117,0.8420697908682994
0.009862480900125018,0.8929360556550139
0.010001389081816919,0.9342419452400615
0.01014029726350882,0.9655507821450354
0.010279205445200723,0.986533126754168
0.010418113626892624,0.9969701696209028
0.010557021808584525,0.9967559366674246
0.010695929990276427,0.9858982859417523
0.01083483817196833,0.9645186875479383
0.01097374635366023,0.9328507913724491
0.011112654535352132,0.8912378001549743
0.011251562717044035,0.8401286781569965
0.011390470898735936,0.7800732380316144
0.011529379080427837,0.7117161603626597
0.011668287262119739,0.6357900115950079
0.011807195443811641,0.5531073366030389
0.011946103625503543,0.46455191183036665
0.012085011807195444,0.3710692536805977
0.012223919988887345,0.27365648455549696
0.012362828170579248,0.17335166554446663
0.01250173635227115,0.07122271020057062
0.01264064453396305,-0.031644001960972556
0.012779552715654952,-0.13415519067681533
0.012918460897346854,-0.23522229566715655
0.013057369079038756,-0.3337730293730013
0.013196277260730657,-0.4287627391820388
0.01333518544242256,-0.5191854589192659
0.013474093624114461,-0.6040845329413962
0.013613001805806362,-0.6825627009654056
0.013751909987498263,-0.7537915377269833
0.013890818169190166,-0.8170201486373847
0.014029726350882068,-0.871583030709258
0.014168634532573969,-0.9169070170644698
0.01430754271426587,-0.9525172332213768
0.014446450895957773,-0.9780420039783139
0.014585359077649674,-0.9932166609496993
0.014724267259341575,-0.9978862125504602
0.014863175441033476,-0.992006850337816
0.01500208362272538,-0.9756462779776495
0.01514099180441728,-0.9489828615744528
